bayesian_threshold,bayesian_diff_threshold,intersection_length_threshold,average_success_time_rate,max_success_time_rate,min_success_time_rate,average_success_rate
0.5,0.5,18,0.5889396451374412,0.9777840199694716,0.1666668721873228,1.0
0.5,0.5,19,0.5913010669501104,0.9777840199694716,0.1770854188328379,1.0
0.6,0.1,1,0.5449451106942014,1.0,0.0309250192346112,0.9629629629629629
0.6,0.1,2,0.5449451106942014,1.0,0.0309250192346112,0.9629629629629629
0.6,0.1,3,0.5449451106942014,1.0,0.0309250192346112,0.9629629629629629
0.6,0.1,4,0.5449451106942014,1.0,0.0309250192346112,0.9629629629629629
0.6,0.1,5,0.5453269038475329,1.0,0.0352932656460089,0.9629629629629629
0.6,0.1,6,0.5600024818895893,1.0,0.0470624197376089,0.9629629629629629
0.6,0.1,7,0.5624135051489498,1.0,0.0588267036976493,1.0
0.6,0.1,8,0.5633785267074339,1.0,0.0705868549400013,1.0
0.6,0.1,9,0.5643433276914314,1.0,0.0823504539569085,1.0
0.6,0.1,10,0.5653075346236276,1.0,0.0941039400037495,1.0
0.6,0.1,11,0.5667662386736053,1.0,0.1058829535352797,1.0
0.6,0.1,12,0.5682256114945271,1.0,0.1176479998504391,1.0
